ID;nom;adresse;commune;etat;type;geo;nbVelosDispo;nbPlacesDispo;etatConnexion;datemiseajour;localisation
250;TOURCOING MAIRIE;6 BIS, RUE NATIONALE;TOURCOING;EN SERVICE;AVEC TPE;50.72389,3.160344;10;12;CONNECTED;2021-02-17T17:06:55+01:00;50.72389,3.160344
6;REPUBLIQUE BEAUX ARTS;2 RUE INKERMAN;LILLE;EN SERVICE;AVEC TPE;50.630943,3.060299;7;17;CONNECTED;2021-02-17T17:06:54+01:00;50.630943,3.060299
174;CHU - EURASANTÉ;BOULEVARD EUGENE DUTHOIT;LILLE;EN SERVICE;AVEC TPE;50.607664,3.038892;17;11;CONNECTED;2021-02-17T17:06:55+01:00;50.607664,3.038892
96;ROMARIN;ALLEE VICTOR BASCH;LA MADELEINE;EN SERVICE;AVEC TPE;50.64543,3.075116;8;10;CONNECTED;2021-02-17T17:06:54+01:00;50.64543,3.075116
178;LA FILEUSE;81 RUE DU MARECHAL FOCH;LOOS;EN SERVICE;AVEC TPE;50.615246,3.018435;7;11;CONNECTED;2021-02-17T17:06:55+01:00;50.615246,3.018435
214;SAINT JEAN-BAPTISTE;1, RUE LESUEUR;ROUBAIX;EN SERVICE;AVEC TPE;50.6795,3.179257;5;7;CONNECTED;2021-02-17T17:06:55+01:00;50.6795,3.179257
180;SQUARE JEAN MONNET;19 ALLEE DU Dr HAVET;LAMBERSART;EN SERVICE;SANS TPE;50.652107,3.029324;3;12;CONNECTED;2021-02-17T17:06:55+01:00;50.652107,3.029324
184;RUE DU PARC;18 BIS RUE DU PARC;LA MADELEINE;EN SERVICE;SANS TPE;50.651107,3.0678;6;6;CONNECTED;2021-02-17T17:06:55+01:00;50.651107,3.0678
209;USINE;AVENUE ALFRED MOTTE;ROUBAIX;EN SERVICE;AVEC TPE;50.674995,3.195737;13;17;CONNECTED;2021-02-17T17:06:55+01:00;50.674995,3.195737
211;GUSTAVE DELORY;48, AVENUE GUSTAVE DELORY;ROUBAIX;EN SERVICE;AVEC TPE;50.674164,3.174519;7;11;CONNECTED;2021-02-17T17:06:55+01:00;50.674164,3.174519
225;EPEULE MONTESQUIEU;RUE INKERMAN;ROUBAIX;EN SERVICE;SANS TPE;50.683987,3.16327;9;7;CONNECTED;2021-02-17T17:06:55+01:00;50.683987,3.16327
229;NATIONS UNIES;158, BOULEVARD GAMBETTA;ROUBAIX;EN SERVICE;SANS TPE;50.692368,3.185092;8;10;CONNECTED;2021-02-17T17:06:55+01:00;50.692368,3.185092
11;NOUVEAU SIECLE;10 RUE DE PAS;LILLE;EN SERVICE;AVEC TPE;50.63734,3.060977;11;21;CONNECTED;2021-02-17T17:06:54+01:00;50.63734,3.060977
213;LANNOY;93, RUE DE LANNOY;ROUBAIX;EN SERVICE;SANS TPE;50.68859,3.182028;6;12;CONNECTED;2021-02-17T17:06:55+01:00;50.68859,3.182028
