numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07567;20200303091500;2100.000000;40;2.000000;264.850000;262.170000;81;0;7;7;6;6;450;5;1;0;10.600000;mq;262.150000;mq;272.250000;1.700000;0.170000;-99;768.000000;3117.000000;mq;268.650000;mq;0;0;9;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;9;mq;0;100.000000;
07595;20200303092200;1915.000000;0;0.000000;268.450000;266.770000;88;0;7;4;0;0;mq;0;0;0;15.700000;mq;265.150000;mq;274.950000;0.950000;0.020000;-99;768.000000;3102.000000;mq;268.350000;mq;0;5;5;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07881;20200303082000;2590.000000;90;5.000000;259.850000;258.290000;88;0;7;3;0;0;mq;0;0;0;10.600000;mq;259.450000;mq;271.550000;1.850000;0.400000;-99;768.000000;3140.000000;mq;262.350000;mq;0;6;9;mq;mq;mq;mq;4;360;15.000000;mq;mq;mq;3;2;mq;0;200.000000;
07912;20200303070000;1707.000000;270;1.000000;266.850000;264.590000;84;0;7;0;7;7;250;5;2;/;14.100000;mq;266.850000;mq;274.150000;1.150000;0.170000;-99;768.000000;3117.000000;mq;268.650000;mq;0;0;mq;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;1;2;mq;0;80.000000;
07919;20200303083500;2130.000000;0;0.000000;mq;mq;mq;0;7;0;0;0;mq;0;0;0;31.000000;mq;mq;mq;mq;1.850000;0.290000;-99;768.000000;3129.000000;mq;269.050000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;2;120.000000;
07923;20200303092000;1895.000000;0;0.000000;273.350000;266.930000;62;0;7;4;1;0;8000;0;0;2;16.300000;mq;273.150000;mq;279.950000;1.300000;0.160000;-99;768.000000;3116.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;3;mq;0;190.000000;
07925;20200303075000;1905.000000;360;9.000000;266.550000;259.440000;57;0;7;0;5;4;450;0;7;2;12.200000;mq;265.050000;mq;271.350000;1.230000;0.250000;-99;768.000000;3125.000000;mq;267.050000;mq;0;0;9;mq;mq;mq;mq;4;360;18.000000;1.590000;0.230000;mq;2;3;mq;0;100.000000;
07929;20200303085500;1855.000000;0;0.000000;264.650000;259.980000;69;0;7;0;0;0;mq;0;0;0;mq;mq;262.350000;mq;272.650000;2.800000;0.500000;-99;768.000000;3150.000000;mq;265.650000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;0;160.000000;
07941;20200303073000;1630.000000;0;0.000000;269.550000;259.860000;47;0;7;6;4;2;450;2;0;2;mq;mq;269.350000;mq;278.950000;0.480000;mq;mq;768.000000;mq;mq;270.150000;mq;0;mq;mq;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;0;0.000000;
07582;20200303080000;1350.000000;0;0.000000;268.650000;265.720000;80;0;7;6;2;2;800;6;0;0;46.500000;mq;268.650000;mq;278.850000;0.700000;0.330000;-99;768.000000;3133.000000;mq;271.350000;mq;0;5;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;2;mq;0;100.000000;
07596;20200303095500;1717.000000;0;0.000000;272.050000;267.090000;69;0;7;6;4;4;250;2;0;0;14.000000;mq;266.550000;mq;275.050000;0.850000;0.080000;-99;768.000000;3108.000000;mq;271.050000;mq;0;0;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;1;7;mq;0;200.000000;
07715;20200303095500;2125.000000;0;0.000000;267.550000;264.650000;80;0;7;0;0;0;mq;0;0;0;15.300000;mq;262.150000;mq;272.650000;1.550000;0.180000;-99;768.000000;3118.000000;mq;267.850000;mq;0;0;1;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;2;mq;0;100.000000;
07877;20200303101500;1645.000000;270;2.000000;269.150000;254.110000;30;0;7;7;2;2;250;2;0;0;26.300000;mq;265.350000;mq;276.550000;1.000000;0.460000;-99;768.000000;3146.000000;mq;271.050000;mq;0;2;0;mq;mq;mq;mq;4;mq;mq;mq;mq;mq;2;3;mq;0;200.000000;
07885;20200303090000;1610.000000;0;0.000000;269.150000;268.330000;94;0;7;3;2;2;mq;2;/;/;25.200000;mq;mq;mq;mq;1.100000;0.420000;-99;768.000000;3142.000000;mq;268.650000;mq;0;1;0;mq;mq;mq;mq;4;mq;mq;2.250000;mq;mq;2;9;mq;1;90.000000;
07886;20200303100000;1720.000000;40;2.000000;268.250000;266.570000;88;0;7;3;6;5;80;5;0;2;34.800000;mq;266.250000;mq;279.150000;0.620000;0.300000;-99;768.000000;3130.000000;mq;270.750000;mq;0;0;5;mq;mq;mq;mq;4;360;10.000000;mq;mq;mq;9;9;mq;0;190.000000;
